Choose the category that suits you most.,Gender,What is your current age (in years)?,How long have you worked in community health (In years),What is your marital status,Highest level of education completed,"Are you aware of any national community health policies, strategies or guidelines (e.g., Community Health Strategy, 2021-2025)?","Have you received any orientation on any community health policies, guidelines or strategies in the last 2 years?","In your opinion, how clearly are community health policies, guidelines or strategies communicated to CHAs?","To what extent are the community health policies, guidelines and/or strategies being implemented in your subcounty/county?",The CHC held at least one meeting in the last quarter.,The CHC participated in preparing the CHU annual work plan and/or operational plan.,The CHC coordinated or participated in a community dialogue day or health action day in the last 6 months.,The CHC was involved in mobilizing resources to support community health services in the past year.,Which areas of policy implementation face the greatest challenges? : Management and coordination of community health activities,Clarity of the role of CHPs,Supplies and commodities,Supportive supervision,Community unit functionality,Funding for community health activities,How did you access training to become a Community Health Assistant?: Enrolled through a formal training institution (college/university),Selected and trained by county government,Trained through a partner/NGO programme,Upgraded or transitioned from another health cadre,On-the-job training without formal enrolment,Other (please specify),What was the total duration of your training programme?,"In your opinion, was the duration of the training adequate for the CHA role?",How relevant was the training content to your actual day-to-day work as a CHA?,"How well did your training prepare you for the following responsibilities?: Supervising, on-boarding, training and mentoring CHPs",Coordinating community units,Supporting service delivery,Managing and validating community data,Serving as a link to health facilities,What is the nature of your current engagement as a Community Health Assistant (CHA)?,Other (please specify),"Employment terms and conditions:My salary, allowances and benefits are clearly defined.","My salary, allowances and benefits are well aligned with my role and responsibilities.","My salary, allowances and benefits are similar to my colleagues with similar qualifications doing similar jobs.",I feel secure in my current employment.,The terms of my employment positively influence my morale and decision to remain in my current employment.,My employment terms clearly states my roles and responsibilities.,My employment terms clearly states my entitlements.,Performance management: Clear job descriptions standards and performance expectations exist and utilized.,Supportive supervision is practiced.,Periodic performance evaluations are carried out.,Reward and recognition systems are in place.,Felt in the way stated over the last two weeks : I have felt cheerful and in good spirits.,I have felt calm and relaxed.,I have felt active and vigorous.,I woke up feeling fresh and rested.,My daily life has been filled with things that interest me.,Are you aware of dedicated county budget lines for community health?,Role of partner funding in supporting community health work,In which ways have partners supported community health workers (CHWs) in your area?: Training and capacity building,Provision of stipends or top-up allowances,"Provision of tools and equipment for service delivery(e.g. BP machines, phones, Airtime)",Support for data collection and reporting systems,Support for supervision and mentorship,Community outreach and mobilization activities,Health commodities and supplies,Transport or facilitation for field activities,Other (please specify),Do you receive an income?,Income and incentives: My salary is commensurate with the work I do.,The payment system in my workplace is reliable.,Allowances are fairly applied at my workplace.,The facility attached supports teamwork among community units staff.,I feel supported by my employer to pursue personal development.,I receive recognition for the work done.,The incentives available make me feel motivated to continue working at my current workplace.,What non-financial incentives do CHAs receive?: Uniforms / badges,Phone,Airtime,Transport support,Recognition events,Training opportunities,None,Other (please specify),What data collection tools do CHAs use?: MOH Registers,Activity reporting forms,Digital tools (e-CHIS),Partner tools,Other (please specify),Are the tools adequate for the work required?,How frequently do CHAs submit reports?,How would you rate data accuracy and completeness?,Is community-level data used for decision-making?,Who uses the data?: CHPs,CHAs,Facility staff,County HR or Planning,Partners,National programs,Is community-level data integrated into KHIS/DHIS2?,Do you know that Kenya is in the process of locally manufacturing vaccines?,Would you be willing to be vaccinated with a locally manufactured vaccine?,Would you be willing to recommend/encourage mothers to get the locally manufactured vaccine.,How would they feel the local community will respond to locally made vaccines?,Any thoughts on what Government can do to improve the uptake of locally made medicines and vaccines? : Community sensitization and engagement to build public confidence in locally manufactured medicines and vaccines,Robust regulatory oversight is essential to ensure that locally produced medicines meet international quality standards,Assure and Communicate Product Quality,Ensure Competitive Pricing and Affordability,Reduce Overreliance on Imports and Build Resilience,"Communicate the contribution of local pharmaceutical production to job creation, innovation, and broader industrial growth",Local manufacturing strengthens resilience against global shocks and supports timely access to essential medicines and vaccines.
Community health workforce,Female,35-44,05-Jun,Single,Tertiary (Certificate),Yes,Yes,Very clearly,To a large extend implemented,No,No,No,No,2,1,5,4,3,6,Enrolled through a formal training institution (college/university),,,,,,2 years,Adequate,Relevant,Good,Excellent,Good,Good,Good,Permanent and pensionable,,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Disagree,Most of the time (4),More than half of the time (3),More than half of the time (3),More than half of the time (3),Some of the time (1),Yes,"Yes, partially",Training and capacity building,,,,Support for supervision and mentorship,,,Transport or facilitation for field activities,,"Yes, i receive but not regularly",Agree,Agree,Agree,Agree,Agree,Disagree,Agree,,,,,,Training opportunities,,,MOH Registers,,Digital tools (e-CHIS),,,Partial,Monthly,Accurate,"Yes, regularly",CHPs,CHAs,,,,,Not at all,,,,,,,,,,,
Community health workforce,Female,35-44,05-Jun,Married,Tertiary (Diploma),Yes,Yes,Very clearly,To a large extend implemented,Yes,Yes,Yes,Yes,6,4,1,2,5,3,Enrolled through a formal training institution (college/university),,,,,,More than 2 years,Very adequate,Very relevant,Good,Excellent,Excellent,Excellent,Excellent,Fixed-term contract (1 year or more),,Agree,Disagree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly disagree,Most of the time (4),Most of the time (4),Most of the time (4),Most of the time (4),Most of the time (4),Yes,"Yes, partially",Training and capacity building,Provision of stipends or top-up allowances,"Provision of tools and equipment for service delivery(e.g. BP machines, phones, Airtime)",,,,,,,"Yes, i receive regularly",Agree,Strongly disagree,Disagree,Disagree,Disagree,Agree,Disagree,,,,Transport support,,Training opportunities,,,MOH Registers,,Digital tools (e-CHIS),,,Yes,Monthly,Accurate,"Yes, regularly",,,,County HR or Planning,Partners,National programs,Fully integrated,,,,,,,,,,,
Community health workforce,Female,45-54,Above 10 years,Married,Tertiary (Undergraduate),Yes,Yes,Somewhat clearly,Minimally implemented,Yes,I don't know/CHC does not exist,No,No,2,1,6,4,3,5,Enrolled through a formal training institution (college/university),,,,,,More than 2 years,Very adequate,Very relevant,Good,Good,Good,Good,Good,Permanent and pensionable,,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Agree,Agree,Agree,Some of the time (1),Some of the time (1),Some of the time (1),Some of the time (1),Less than half of the time (2),No,None,Training and capacity building,,,,,,,,,"No, i do not receive",Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,None,,MOH Registers,,,,,Partial,Quarterly,Accurate,Rarely,,,,,Partners,,Partially integrated,,,,,,,,,,,
Community health workforce,Female,25-34,03-Apr,Prefer not to say,Tertiary (Diploma),Not sure,Yes,Not so clearly,Minimally implemented,Yes,No,No,Yes,1,2,3,5,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community health workforce,Male,45-54,Above 10 years,Married,Tertiary (Diploma),Yes,Yes,Not so clearly,Minimally implemented,No,Yes,No,No,3,1,5,6,4,2,Enrolled through a formal training institution (college/university),,,,,,More than 2 years,Neither adequate nor inadequate,Relevant,Good,Good,Good,Neutral,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community health workforce,Female,25-34,03-Apr,Single,Tertiary (Diploma),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community health workforce,Male,35-44,Above 10 years,Married,Tertiary (Diploma),Yes,Yes,Extremely clearly,To a large extend implemented,Yes,Yes,Yes,Yes,1,3,2,4,6,5,,,Trained through a partner/NGO programme,,,,Less than 1 year,Adequate,Relevant,Good,Good,Good,Good,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community health workforce,Female,25-34,07-Aug,Married,Tertiary (Diploma),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community health workforce,Female,25-34,05-Jun,Married,Tertiary (Undergraduate),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community health workforce,Female,25-34,0 - 2,Single,Tertiary (Diploma),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community health workforce,Male,35-44,0 - 2,Married,Tertiary (Certificate),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community health workforce,Female,35-44,05-Jun,Single,Tertiary (Diploma),Not sure,No,Somewhat clearly,Moderately implemented,Yes,Yes,No,No,1,3,2,4,6,5,Enrolled through a formal training institution (college/university),,,,,,More than 2 years,Adequate,Relevant,Neutral,Neutral,Neutral,Poor,Poor,Fixed-term contract (1 year or more),,Disagree,Neither agree not disagree,Strongly disagree,Strongly disagree,Neither agree not disagree,Disagree,Disagree,Agree,Neither agree nor disagree,Agree,Disagree,Less than half of the time (2),Some of the time (1),More than half of the time (3),Some of the time (1),Some of the time (1),No,None,Training and capacity building,,,,,,,,,"Yes, i receive regularly",Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Disagree,Disagree,,,,,,Training opportunities,,,,,Digital tools (e-CHIS),,,Yes,Monthly,Accurate,Occasionally,,CHAs,,,,,Partially integrated,,,,,,,,,,,
Community health workforce,Male,25-34,0 - 2,Single,Tertiary (Diploma),Yes,No,Extremely clearly,Not implemented,Yes,Yes,Yes,Yes,1,2,3,5,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community health workforce,Male,45-54,03-Apr,Married,Tertiary (Undergraduate),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community health workforce,Male,65+,Above 10 years,Married,Tertiary (Diploma),Not sure,No,Somewhat clearly,Moderately implemented,Yes,No,Yes,No,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community health workforce,Male,18-24,0 - 2,Single,Tertiary (Diploma),Yes,Yes,Very clearly,Moderately implemented,Yes,Yes,Yes,Yes,1,5,6,3,2,4,Enrolled through a formal training institution (college/university),Selected and trained by county government,Trained through a partner/NGO programme,,,"Apart from enrollment from formal training institutions, trained by the county government and NGOs programs I also engage my self in all community activities including community dialogue, and training by community health committee",2 years,Very adequate,Very relevant,Good,Excellent,Good,Excellent,Excellent,Volunteer receiving stipend/allowance,,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,More than half of the time (3),Less than half of the time (2),Most of the time (4),More than half of the time (3),More than half of the time (3),No,Minimal,Training and capacity building,,,,,Community outreach and mobilization activities,Health commodities and supplies,,,"No, i do not receive",Disagree,Disagree,Strongly agree,Agree,Neither agree nor disagree,Agree,Agree,,,,Transport support,,Training opportunities,,,MOH Registers,Activity reporting forms,Digital tools (e-CHIS),Partner tools,,Yes,Monthly,Accurate,"Yes, regularly",CHPs,CHAs,Facility staff,County HR or Planning,Partners,National programs,Partially integrated,,,,,,,,,,,
Community health workforce,Female,18-24,0 - 2,Single,Tertiary (Diploma),Yes,Yes,Not so clearly,Moderately implemented,Yes,Yes,Yes,Yes,1,2,3,5,4,6,Enrolled through a formal training institution (college/university),,,,,,2 years,Very inadequate,Very relevant,Excellent,Good,Good,Excellent,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community health workforce,Male,25-34,07-Aug,Married,Tertiary (Diploma),Yes,Yes,Not so clearly,Minimally implemented,I don't know/CHC does not exist,I don't know/CHC does not exist,I don't know/CHC does not exist,I don't know/CHC does not exist,2,3,6,5,1,4,Enrolled through a formal training institution (college/university),,,,,,More than 2 years,Adequate,Very relevant,Excellent,Excellent,Excellent,Excellent,Excellent,Short-term contract (less than 1 year),,Disagree,Disagree,Disagree,Disagree,Neither agree not disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Less than half of the time (2),Some of the time (1),Some of the time (1),Some of the time (1),Some of the time (1),Not sure,"Yes, partially",Training and capacity building,,,Support for data collection and reporting systems,,Community outreach and mobilization activities,,,,"Yes, i receive regularly",Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,,,Airtime,,,Training opportunities,,,MOH Registers,Activity reporting forms,Digital tools (e-CHIS),Partner tools,,Yes,Weekly,Accurate,Occasionally,,,Facility staff,,Partners,National programs,Partially integrated,,,,,,,,,,,
Community health workforce,Female,45-54,09-Oct,Married,Tertiary (Diploma),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community health workforce,Female,25-34,03-Apr,Single,Tertiary (Certificate),Yes,Yes,Extremely clearly,Minimally implemented,Yes,Yes,Yes,Yes,3,1,2,4,6,5,Enrolled through a formal training institution (college/university),,,,,,2 years,Very adequate,Very relevant,Excellent,Excellent,Excellent,Excellent,Excellent,Volunteer (unpaid),,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Most of the time (4),At no time (0),Some of the time (1),At no time (0),Most of the time (4),Yes,"Yes, Majorly",Training and capacity building,,"Provision of tools and equipment for service delivery(e.g. BP machines, phones, Airtime)",,,,Health commodities and supplies,Transport or facilitation for field activities,,"Yes, i receive but not regularly",Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Uniforms / badges,,Airtime,Transport support,,Training opportunities,,,MOH Registers,Activity reporting forms,Digital tools (e-CHIS),Partner tools,,Yes,Monthly,Accurate,"Yes, regularly",CHPs,CHAs,Facility staff,County HR or Planning,Partners,National programs,Fully integrated,,,,,,,,,,,
Community health workforce,Female,25-34,03-Apr,Single,Tertiary (Certificate),Yes,Yes,Very clearly,To a large extend implemented,Yes,Yes,Yes,Yes,1,2,3,4,5,6,Enrolled through a formal training institution (college/university),,,,,,2 years,Very adequate,Relevant,Excellent,Excellent,Excellent,Excellent,Excellent,Volunteer (unpaid),,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,All of the time (5),All of the time (5),All of the time (5),All of the time (5),All of the time (5),Yes,Minimal,,,"Provision of tools and equipment for service delivery(e.g. BP machines, phones, Airtime)",,,,,,,"No, i do not receive",Agree,Disagree,Agree,Agree,Agree,Agree,Agree,,,,Transport support,,,,,,,Digital tools (e-CHIS),,,Yes,Monthly,Accurate,"Yes, regularly",,,,County HR or Planning,,,Fully integrated,,,,,,,,,,,
Community health workforce,Male,25-34,07-Aug,Married,Tertiary (Diploma),Yes,No,Very clearly,Moderately implemented,Yes,No,Yes,I don't know/CHC does not exist,2,1,5,3,4,6,Enrolled through a formal training institution (college/university),,,,,,2 years,Very adequate,Very relevant,Excellent,Good,Good,Good,Good,Permanent and pensionable,,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly disagree,All of the time (5),All of the time (5),All of the time (5),All of the time (5),More than half of the time (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community health workforce,Female,25-34,05-Jun,Married,Tertiary (Diploma),Yes,Yes,Very clearly,Moderately implemented,No,No,No,No,3,1,5,2,4,6,Enrolled through a formal training institution (college/university),,,,,,More than 2 years,Adequate,Very relevant,Good,Good,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community health workforce,Female,25-34,0 - 2,Married,Tertiary (Undergraduate),Yes,No,Not so clearly,Minimally implemented,Yes,Yes,Yes,Yes,3,5,6,4,2,1,Enrolled through a formal training institution (college/university),,,,,,More than 2 years,Very adequate,Very relevant,Excellent,Good,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community health workforce,Female,25-34,0 - 2,Single,Tertiary (Undergraduate),Yes,Yes,Very clearly,Moderately implemented,Yes,Yes,Yes,Yes,3,1,4,2,5,6,Enrolled through a formal training institution (college/university),,,,,,Less than 1 year,Adequate,Relevant,Excellent,Excellent,Good,Good,Good,Volunteer (unpaid),,Neither agree not disagree,Neither agree not disagree,Neither agree not disagree,Neither agree not disagree,Neither agree not disagree,Neither agree not disagree,Neither agree not disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Most of the time (4),Most of the time (4),Most of the time (4),Most of the time (4),Most of the time (4),Not sure,Minimal,Training and capacity building,,,,,,,,,"No, i do not receive",Disagree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,,,Airtime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community health workforce,Female,25-34,0 - 2,Prefer not to say,Tertiary (Diploma),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community health workforce,Female,25-34,07-Aug,Married,Tertiary (Diploma),Yes,Yes,Not so clearly,Fully implemented,Yes,No,Yes,No,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community health workforce,Female,35-44,Above 10 years,Married,Tertiary (Diploma),Yes,Yes,Very clearly,Moderately implemented,No,No,No,No,1,4,2,5,6,3,Enrolled through a formal training institution (college/university),,,,,,More than 2 years,Adequate,Relevant,Good,Good,Excellent,Excellent,Excellent,Permanent and pensionable,,Agree,Disagree,Disagree,Neither agree not disagree,Neither agree not disagree,Agree,Agree,Disagree,Agree,Neither agree nor disagree,Disagree,Some of the time (1),Some of the time (1),Some of the time (1),Some of the time (1),Some of the time (1),No,"Yes, Majorly",Training and capacity building,,,Support for data collection and reporting systems,,Community outreach and mobilization activities,,,,"Yes, i receive but not regularly",Disagree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,,,,,,Training opportunities,,,MOH Registers,Activity reporting forms,,Partner tools,Apps,Yes,Weekly,Accurate,Occasionally,CHPs,CHAs,Facility staff,,Partners,National programs,Partially integrated,,,,,,,,,,,
Community health workforce,Female,25-34,05-Jun,Prefer not to say,Tertiary (Diploma),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community health workforce,Male,35-44,05-Jun,Married,Postgraduate,Yes,Yes,Somewhat clearly,To a large extend implemented,Yes,Yes,Yes,No,3,4,1,5,6,2,,,,Upgraded or transitioned from another health cadre,,,Less than 1 year,Very inadequate,Relevant,Neutral,Neutral,Good,Good,Good,Fixed-term contract (1 year or more),,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,At no time (0),At no time (0),At no time (0),At no time (0),Some of the time (1),No,"Yes, partially",Training and capacity building,,,,,Community outreach and mobilization activities,,,,"Yes, i receive but not regularly",Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,,Phone,,,,Training opportunities,,,MOH Registers,,Digital tools (e-CHIS),,,Partial,Monthly,Accurate,Rarely,CHPs,CHAs,Facility staff,,,,Fully integrated,,,,,,,,,,,
Community health workforce,Male,25-34,03-Apr,Married,Tertiary (Undergraduate),Yes,Yes,Somewhat clearly,Moderately implemented,Yes,Yes,Yes,No,1,5,3,6,4,2,Enrolled through a formal training institution (college/university),,,,,,More than 2 years,Adequate,Relevant,Excellent,Good,Excellent,Good,Excellent,Volunteer (unpaid),,Strongly disagree,Neither agree not disagree,Strongly disagree,Disagree,Disagree,Neither agree not disagree,Agree,Agree,Agree,Agree,Disagree,More than half of the time (3),More than half of the time (3),Most of the time (4),More than half of the time (3),Some of the time (1),Yes,"Yes, Majorly",Training and capacity building,,,,,,,,,"Yes, i receive but not regularly",Strongly disagree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,,,,Transport support,Recognition events,Training opportunities,,,,Activity reporting forms,Digital tools (e-CHIS),,,Yes,Monthly,Accurate,Occasionally,CHPs,CHAs,Facility staff,County HR or Planning,Partners,,Fully integrated,,,,,,,,,,,
Community health workforce,Male,35-44,Above 10 years,Married,Tertiary (Diploma),Yes,Yes,Very clearly,To a large extend implemented,Yes,Yes,Yes,No,1,2,3,4,6,5,Enrolled through a formal training institution (college/university),,,,,,More than 2 years,Very adequate,Very relevant,Good,Excellent,Excellent,Good,Excellent,Permanent and pensionable,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Most of the time (4),All of the time (5),All of the time (5),Most of the time (4),All of the time (5),No,Minimal,Training and capacity building,,"Provision of tools and equipment for service delivery(e.g. BP machines, phones, Airtime)",,,,,,,"Yes, i receive regularly",Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,,Phone,,,,Training opportunities,,,MOH Registers,Activity reporting forms,Digital tools (e-CHIS),,,Yes,Monthly,Accurate,"Yes, regularly",CHPs,CHAs,Facility staff,County HR or Planning,,National programs,Fully integrated,,,,,,,,,,,
Community health workforce,Female,25-34,0 - 2,Married,Tertiary (Diploma),Yes,Yes,Very clearly,Fully implemented,Yes,Yes,Yes,Yes,1,2,3,6,4,5,Enrolled through a formal training institution (college/university),Selected and trained by county government,Trained through a partner/NGO programme,,,,2 years,Inadequate,Relevant,Good,Good,Good,Excellent,Good,Volunteer (unpaid),,Disagree,Disagree,Disagree,Disagree,Agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly disagree,Some of the time (1),At no time (0),All of the time (5),Some of the time (1),Some of the time (1),No,"Yes, partially",Training and capacity building,,"Provision of tools and equipment for service delivery(e.g. BP machines, phones, Airtime)",Support for data collection and reporting systems,Support for supervision and mentorship,Community outreach and mobilization activities,Health commodities and supplies,Transport or facilitation for field activities,,"Yes, i receive but not regularly",Strongly disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,,Phone,Airtime,Transport support,,Training opportunities,,,MOH Registers,Activity reporting forms,Digital tools (e-CHIS),,,No,Monthly,Accurate,"Yes, regularly",CHPs,CHAs,Facility staff,County HR or Planning,Partners,National programs,Fully integrated,,,,,,,,,,,
Community health workforce,Female,25-34,09-Oct,Married,Tertiary (Diploma),Yes,Yes,Very clearly,Moderately implemented,Yes,Yes,Yes,Yes,3,1,2,4,5,6,Enrolled through a formal training institution (college/university),,,,,,More than 2 years,Very adequate,Very relevant,Excellent,Excellent,Excellent,Excellent,Excellent,Permanent and pensionable,,Agree,Agree,Agree,Agree,Agree,Neither agree not disagree,Agree,Agree,Agree,Agree,Agree,Most of the time (4),Most of the time (4),Most of the time (4),Most of the time (4),Most of the time (4),Yes,"Yes, partially",Training and capacity building,,,Support for data collection and reporting systems,,Community outreach and mobilization activities,,,,"Yes, i receive regularly",Agree,Agree,Disagree,Agree,Agree,Agree,Agree,,,Airtime,,,,,,MOH Registers,Activity reporting forms,Digital tools (e-CHIS),,,Yes,Monthly,Accurate,"Yes, regularly",CHPs,CHAs,Facility staff,County HR or Planning,Partners,National programs,Fully integrated,,,,,,,,,,,
Community health workforce,Female,35-44,09-Oct,Married,Tertiary (Undergraduate),Yes,Yes,Very clearly,To a large extend implemented,Yes,Yes,Yes,Yes,1,2,4,5,3,6,Enrolled through a formal training institution (college/university),,,,,,More than 2 years,Very adequate,Very relevant,Excellent,Excellent,Good,Good,Excellent,Permanent and pensionable,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Most of the time (4),Most of the time (4),Most of the time (4),Most of the time (4),Most of the time (4),No,"Yes, partially",Training and capacity building,,"Provision of tools and equipment for service delivery(e.g. BP machines, phones, Airtime)",,,Community outreach and mobilization activities,,,,"Yes, i receive regularly",Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,Airtime,,,Training opportunities,,,MOH Registers,Activity reporting forms,Digital tools (e-CHIS),Partner tools,,Yes,Monthly,Accurate,"Yes, regularly",CHPs,CHAs,Facility staff,County HR or Planning,Partners,National programs,Fully integrated,,,,,,,,,,,
Community health workforce,Female,18-24,03-Apr,Single,Tertiary (Diploma),Yes,Yes,Very clearly,Moderately implemented,Yes,Yes,Yes,Yes,1,2,3,4,5,6,Enrolled through a formal training institution (college/university),,,,,Kmtc Tedo,More than 2 years,Very adequate,Not relevant,Good,Good,Good,Excellent,Good,Volunteer (unpaid),,Strongly disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Some of the time (1),Some of the time (1),Most of the time (4),Some of the time (1),Most of the time (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community health workforce,Male,35-44,07-Aug,Married,Tertiary (Diploma),Yes,No,Very clearly,Moderately implemented,Yes,Yes,Yes,Yes,2,1,4,3,5,6,Enrolled through a formal training institution (college/university),,,,,,1 year,Adequate,Very relevant,Good,Good,Excellent,Excellent,Excellent,Permanent and pensionable,,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Most of the time (4),Most of the time (4),Most of the time (4),All of the time (5),Most of the time (4),Yes,"Yes, Majorly",Training and capacity building,,,,,,,,,"Yes, i receive regularly",Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Disagree,,,,,,Training opportunities,,,MOH Registers,,Digital tools (e-CHIS),,,Yes,Monthly,Accurate,"Yes, regularly",,,Facility staff,,,,Fully integrated,,,,,,,,,,,
Community health workforce,Female,45-54,Above 10 years,Single,Tertiary (Diploma),Yes,Yes,Extremely clearly,Fully implemented,Yes,No,Yes,Yes,1,4,3,2,5,6,Enrolled through a formal training institution (college/university),,,,,,2 years,Adequate,Relevant,Excellent,Good,Good,Good,Neutral,Other (please specify),Salalry ,Disagree,Disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Most of the time (4),Some of the time (1),More than half of the time (3),More than half of the time (3),More than half of the time (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
